rd_present,rd_velocity_cm_s,c4001_present,c4001_distance_m,c4001_raw_targets,c4001_raw_distance_m,datetime_seconds,activity,combined_rd_angle_deg_rd_x_mm,combined_rd_distance_mm_rd_y_mm,combined_c4001_velocity_m_s_c4001_raw_velocity_m_s,combined_c4001_energy_c4001_raw_energy
1.0,-36.6,1.0,2.0140000000000002,1.0,2.0140000000000002,1778347708.75,ENTRY WALK,-160.51,2180.44,-0.47800000000000004,32645.6
1.0,-44.4,1.0,1.998,1.0,1.998,1778347708.8,ENTRY WALK,-161.79999999999998,2148.77,-0.476,40548.2
1.0,-44.4,1.0,1.9720000000000002,1.0,1.9720000000000002,1778347708.85,ENTRY WALK,-161.05,2110.65,-0.47400000000000003,48450.8
1.0,-44.4,1.0,1.9560000000000002,1.0,1.9560000000000002,1778347708.9,ENTRY WALK,-159.85999999999999,2085.21,-0.472,50710.4
1.0,-39.6,1.0,1.9400000000000002,1.0,1.9400000000000002,1778347708.95,ENTRY WALK,-158.59,2049.0200000000004,-0.47,52970.0
1.0,-36.6,1.0,1.9300000000000002,1.0,1.9300000000000002,1778347709.0,ENTRY WALK,-157.3,2025.5600000000002,-0.47,52970.0
1.0,-38.4,1.0,1.92,1.0,1.92,1778347709.05,ENTRY WALK,-155.83,1992.52,-0.47,52970.0
1.0,-41.6,1.0,1.92,1.0,1.92,1778347709.1,ENTRY WALK,-153.64000000000001,1959.97,-0.47,52970.0
1.0,-44.8,1.0,1.92,1.0,1.92,1778347709.15,ENTRY WALK,-151.45,1927.42,-0.47,52970.0
1.0,-52.8,1.0,1.92,1.0,1.92,1778347709.2,ENTRY WALK,-149.27,1894.28,-0.47,52970.0
1.0,-60.8,1.0,1.884,1.0,1.884,1778347709.25,ENTRY WALK,-147.08999999999997,1861.1399999999999,-0.472,45821.8
1.0,-60.8,1.0,1.848,1.0,1.848,1778347709.3,ENTRY WALK,-146.25,1827.2200000000003,-0.4739999999999999,38673.6
1.0,-57.6,1.0,1.8080000000000003,1.0,1.8080000000000003,1778347709.35,ENTRY WALK,-147.34,1805.52,-0.476,39123.8
1.0,-52.6,1.0,1.768,1.0,1.768,1778347709.4,ENTRY WALK,-149.07,1775.1799999999998,-0.4779999999999999,39574.0
1.0,-49.4,1.0,1.7100000000000002,1.0,1.7100000000000002,1778347709.45,ENTRY WALK,-151.73000000000002,1746.4,-0.48,37051.4
1.0,-46.2,1.0,1.6880000000000002,1.0,1.6880000000000002,1778347709.5,ENTRY WALK,-154.39000000000001,1717.62,-0.48,41677.0
1.0,-46.2,1.0,1.6560000000000001,1.0,1.6560000000000001,1778347709.55,ENTRY WALK,-155.92000000000002,1690.08,-0.48,46302.6
1.0,-46.2,1.0,1.6280000000000001,1.0,1.6280000000000001,1778347709.6,ENTRY WALK,-157.45,1662.54,-0.48,43329.8
1.0,-49.6,1.0,1.59,1.0,1.59,1778347709.65,ENTRY WALK,-158.47,1635.53,-0.48,38526.4
1.0,-51.2,1.0,1.57,1.0,1.57,1778347709.7,ENTRY WALK,-158.63,1618.3,-0.48,36695.8
1.0,-52.8,1.0,1.5400000000000003,1.0,1.5400000000000003,1778347709.75,ENTRY WALK,-158.91,1594.1599999999999,-0.48,40400.8
1.0,-54.4,1.0,1.52,1.0,1.52,1778347709.8,ENTRY WALK,-159.16,1579.1399999999999,-0.48,44105.8
1.0,-57.6,1.0,1.4840000000000004,1.0,1.4840000000000004,1778347709.85,ENTRY WALK,-159.44,1556.2,-0.492,36824.2
1.0,-60.8,1.0,1.4580000000000002,1.0,1.4580000000000002,1778347709.9,ENTRY WALK,-159.11,1532.56,-0.504,31373.2
1.0,-64.0,1.0,1.4200000000000002,1.0,1.4200000000000002,1778347709.95,ENTRY WALK,-158.78,1508.92,-0.514,29670.4
1.0,-64.0,1.0,1.3920000000000001,1.0,1.3920000000000001,1778347710.0,ENTRY WALK,-157.44,1481.12,-0.524,22432.0
1.0,-64.0,1.0,1.3540000000000003,1.0,1.3540000000000003,1778347710.05,ENTRY WALK,-156.1,1453.32,-0.534,15193.6
1.0,-60.8,1.0,1.332,1.0,1.332,1778347710.1,ENTRY WALK,-154.67,1422.94,-0.532,18941.8
1.0,-56.0,1.0,1.3000000000000003,1.0,1.3000000000000003,1778347710.15,ENTRY WALK,-153.72,1401.37,-0.526,28374.4
1.0,-51.2,1.0,1.2800000000000002,1.0,1.2800000000000002,1778347710.2,ENTRY WALK,-152.82,1368.73,-0.522,34058.8
1.0,-51.2,1.0,1.25,1.0,1.25,1778347710.25,ENTRY WALK,-153.17000000000002,1338.35,-0.518,39743.2
1.0,-51.2,1.0,1.2300000000000002,1.0,1.2300000000000002,1778347710.3,ENTRY WALK,-153.51999999999998,1307.97,-0.514,45427.6
1.0,-52.8,1.0,1.1960000000000002,1.0,1.1960000000000002,1778347710.35,ENTRY WALK,-153.88000000000002,1278.21,-0.51,50214.4
1.0,-54.4,1.0,1.1720000000000002,1.0,1.1720000000000002,1778347710.4,ENTRY WALK,-154.24,1248.45,-0.51,49316.8
1.0,-54.4,1.0,1.1380000000000003,1.0,1.1380000000000003,1778347710.45,ENTRY WALK,-153.97,1221.1399999999999,-0.51,45680.4
1.0,-52.8,1.0,1.1140000000000003,1.0,1.1140000000000003,1778347710.5,ENTRY WALK,-153.34,1202.6399999999999,-0.51,42044.0
1.0,-51.2,1.0,1.0800000000000003,1.0,1.0800000000000003,1778347710.55,ENTRY WALK,-152.03,1176.29,-0.506,38345.2
1.0,-49.6,1.0,1.06,1.0,1.06,1778347710.6,ENTRY WALK,-150.76999999999998,1159.82,-0.502,35544.0
1.0,-49.6,1.0,1.0260000000000002,1.0,1.0260000000000002,1778347710.65,ENTRY WALK,-150.19,1134.84,-0.5,29725.2
1.0,-43.2,1.0,1.0020000000000002,1.0,1.0020000000000002,1778347710.7,ENTRY WALK,-148.77,1110.85,-0.49799999999999994,26645.2
1.0,-36.8,1.0,0.9720000000000002,1.0,0.9720000000000002,1778347710.75,ENTRY WALK,-147.35,1086.8600000000001,-0.48600000000000004,23951.2
1.0,-33.6,1.0,0.9520000000000002,1.0,0.9520000000000002,1778347710.8,ENTRY WALK,-145.51,1062.37,-0.4779999999999999,21319.6
1.0,-30.4,1.0,0.9280000000000002,1.0,0.9280000000000002,1778347710.85,ENTRY WALK,-143.67,1037.88,-0.4600000000000001,24348.8
1.0,-25.6,1.0,0.9180000000000001,1.0,0.9180000000000001,1778347710.9,ENTRY WALK,-141.01,1013.2,-0.44000000000000006,30395.6
1.0,-28.8,1.0,0.9000000000000001,1.0,0.9000000000000001,1778347710.95,ENTRY WALK,-139.76999999999998,996.1500000000001,-0.41600000000000004,28121.8
1.0,-32.0,1.0,0.8880000000000002,1.0,0.8880000000000002,1778347711.0,ENTRY WALK,-138.38,971.0,-0.40199999999999997,25462.0
1.0,-32.0,1.0,0.8680000000000001,1.0,0.8680000000000001,1778347711.05,ENTRY WALK,-138.09,954.2,-0.388,22802.2
1.0,-30.4,1.0,0.8520000000000001,1.0,0.8520000000000001,1778347711.1,ENTRY WALK,-136.27,930.52,-0.384,14481.6
1.0,-31.8,1.0,0.8300000000000001,1.0,0.8300000000000001,1778347711.15,ENTRY WALK,-133.28,906.55,-0.374,6033.6
1.0,-33.2,1.0,0.8160000000000002,1.0,0.8160000000000002,1778347711.2,ENTRY WALK,-130.29,882.58,-0.368,5906.2
1.0,-33.2,1.0,0.796,1.0,0.796,1778347711.25,ENTRY WALK,-125.84,856.0699999999999,-0.358,7612.6
1.0,-33.2,1.0,0.7840000000000001,1.0,0.7840000000000001,1778347711.3,ENTRY WALK,-121.38999999999999,829.5600000000001,-0.34800000000000003,9319.0
1.0,-36.2,1.0,0.7620000000000002,1.0,0.7620000000000002,1778347711.35,ENTRY WALK,-118.76,803.1199999999999,-0.33999999999999997,20085.4
1.0,-36.2,1.0,0.7460000000000002,1.0,0.7460000000000002,1778347711.4,ENTRY WALK,-117.44,785.6700000000001,-0.338,30979.2
1.0,-36.2,1.0,0.7240000000000002,1.0,0.7240000000000002,1778347711.45,ENTRY WALK,-116.3,761.4,-0.34,40351.2
1.0,-36.2,1.0,0.7080000000000002,1.0,0.7080000000000002,1778347711.5,ENTRY WALK,-115.48,738.78,-0.346,47889.4
1.0,-36.2,1.0,0.6880000000000002,1.0,0.6880000000000002,1778347711.55,ENTRY WALK,-114.66,716.16,-0.346,54488.8
1.0,-36.2,1.0,0.6780000000000002,1.0,0.6780000000000002,1778347711.6,ENTRY WALK,-114.19,693.09,-0.34400000000000003,52028.2
1.0,-36.2,1.0,0.6600000000000003,1.0,0.6600000000000003,1778347711.65,ENTRY WALK,-113.72,670.02,-0.34199999999999997,49567.6
1.0,-31.6,1.0,0.6480000000000002,1.0,0.6480000000000002,1778347711.7,ENTRY WALK,-111.56,644.72,-0.336,48628.8
1.0,-28.4,1.0,0.6300000000000002,1.0,0.6300000000000002,1778347711.75,ENTRY WALK,-110.69,628.41,-0.328,39852.2
1.0,-26.8,1.0,0.6160000000000002,1.0,0.6160000000000002,1778347711.8,ENTRY WALK,-108.07,604.94,-0.32599999999999996,32014.4
1.0,-23.8,1.0,0.5960000000000002,1.0,0.5960000000000002,1778347711.85,ENTRY WALK,-104.80999999999999,588.73,-0.32399999999999995,24176.6
1.0,-20.8,1.0,0.5840000000000002,1.0,0.5840000000000002,1778347711.9,ENTRY WALK,-99.88,566.76,-0.322,16338.8
1.0,-24.0,1.0,0.5720000000000002,1.0,0.5720000000000002,1778347711.95,ENTRY WALK,-95.21,548.99,-0.32,8501.0
1.0,-27.2,1.0,0.5660000000000002,1.0,0.5660000000000002,1778347712.0,ENTRY WALK,-90.53999999999999,531.22,-0.32,8501.0
1.0,-19.2,1.0,0.56,1.0,0.56,1778347712.05,ENTRY WALK,-84.04,514.03,-0.32,8501.0
1.0,-11.2,1.0,0.56,1.0,0.56,1778347712.1,ENTRY WALK,-77.53999999999999,496.84,-0.32,8501.0
1.0,-12.8,1.0,0.56,1.0,0.56,1778347712.15,EXIT WALK,-70.33,478.99,-0.32,8501.0
1.0,-12.8,1.0,0.56,1.0,0.56,1778347712.2,EXIT WALK,-64.37,465.99,-0.32,8501.0
1.0,-14.2,1.0,0.56,1.0,0.56,1778347712.25,ENTRY WALK,-57.47,447.26,-0.32,8501.0
1.0,-23.8,1.0,0.56,1.0,0.56,1778347712.3,ENTRY WALK,-53.769999999999996,429.88,-0.32,8501.0
1.0,-33.4,1.0,0.56,1.0,0.56,1778347712.35,ENTRY WALK,-50.07,412.5,-0.32,8501.0
1.0,-31.8,1.0,0.56,1.0,0.56,1778347712.4,ENTRY WALK,-48.489999999999995,396.73,-0.32,8501.0
1.0,-30.2,1.0,0.56,1.0,0.56,1778347712.45,ENTRY WALK,-46.91,380.96000000000004,-0.32,8501.0
1.0,-20.8,1.0,0.44800000000000023,0.8,0.44800000000000023,1778347712.5,ENTRY WALK,-45.160000000000004,367.95000000000005,-0.256,6800.8
1.0,-12.8,1.0,0.3360000000000002,0.6,0.3360000000000002,1778347712.55,ENTRY WALK,-43.79,360.16999999999996,-0.192,5100.6
1.0,-1.6,1.0,0.2240000000000002,0.4,0.2240000000000002,1778347712.6,EXIT WALK,-40.129999999999995,349.06000000000006,-0.12799999999999997,3400.4
1.0,8.0,1.0,0.11200000000000018,0.2,0.11200000000000018,1778347712.65,EXIT WALK,-36.73,342.76,-0.064,1700.2
1.0,17.6,1.0,0.0,0.0,0.0,1778347712.7,EXIT WALK,-30.979999999999997,336.63,0.0,0.0
1.0,25.6,0.8,0.0,0.0,0.0,1778347712.75,EXIT WALK,-23.29,333.34000000000003,0.0,0.0
1.0,33.6,0.6,0.0,0.0,0.0,1778347712.8,EXIT WALK,-15.6,330.04999999999995,0.0,0.0
1.0,38.4,0.4,0.0,0.0,0.0,1778347712.85,EXIT WALK,-7.869999999999999,332.73,0.0,0.0
1.0,43.2,0.2,0.0,0.0,0.0,1778347712.9,EXIT WALK,-0.13999999999999935,335.40999999999997,0.0,0.0
1.0,49.6,0.0,0.0,0.2,0.10000000000000017,1778347712.95,EXIT WALK,8.86,337.62,0.047,1738.4
1.0,51.2,0.0,0.0,0.4,0.20000000000000018,1778347713.0,EXIT WALK,14.81,339.96,0.094,3476.8
1.0,51.2,0.2,0.10600000000000018,0.6,0.30600000000000016,1778347713.05,EXIT WALK,25.31,342.27,0.188,13398.400000000001
1.0,51.2,0.4,0.2120000000000002,0.8,0.4120000000000002,1778347713.1,EXIT WALK,37.38,344.11,0.28200000000000003,23320.0
1.0,51.2,0.6,0.3240000000000002,1.0,0.5240000000000002,1778347713.15,EXIT WALK,49.45,345.95,0.376,34072.8
1.0,47.8,0.8,0.4360000000000002,1.0,0.5360000000000003,1778347713.2,EXIT WALK,59.72,353.13,0.423,43087.2
1.0,44.4,1.0,0.5620000000000002,1.0,0.5620000000000002,1778347713.25,EXIT WALK,69.99,360.31,0.458,45720.4
1.0,39.6,1.0,0.5820000000000002,1.0,0.5820000000000002,1778347713.3,EXIT WALK,74.29,374.36,0.446,40170.4
1.0,34.8,1.0,0.6100000000000002,1.0,0.6100000000000002,1778347713.35,EXIT WALK,74.69,386.24,0.434,34620.4
1.0,34.8,1.0,0.6320000000000002,1.0,0.6320000000000002,1778347713.4,EXIT WALK,74.5,405.84000000000003,0.422,28239.2
1.0,36.6,1.0,0.6660000000000001,1.0,0.6660000000000001,1778347713.45,EXIT WALK,72.49,420.4,0.41600000000000004,25738.6
1.0,36.6,1.0,0.6860000000000002,1.0,0.6860000000000002,1778347713.5,EXIT WALK,69.12,443.55,0.422,29619.2
1.0,41.4,1.0,0.7140000000000002,1.0,0.7140000000000002,1778347713.55,EXIT WALK,66.78,464.34000000000003,0.43,34149.4
1.0,46.2,1.0,0.7340000000000002,1.0,0.7340000000000002,1778347713.6,EXIT WALK,64.44,485.13,0.438,38679.6
1.0,47.8,1.0,0.7620000000000002,1.0,0.7620000000000002,1778347713.65,EXIT WALK,62.52,503.13,0.446,43209.8
1.0,49.4,1.0,0.7780000000000002,1.0,0.7780000000000002,1778347713.7,EXIT WALK,60.6,521.13,0.44800000000000006,43859.4
1.0,54.4,1.0,0.8100000000000002,1.0,0.8100000000000002,1778347713.75,EXIT WALK,60.02,532.72,0.454,37584.2
1.0,57.6,1.0,0.8340000000000002,1.0,0.8340000000000002,1778347713.8,EXIT WALK,59.830000000000005,539.8299999999999,0.458,30659.4
1.0,59.2,1.0,0.9320000000000002,1.0,0.9320000000000002,1778347713.85,EXIT WALK,60.05,549.39,0.47000000000000003,22262.6
1.0,55.8,1.0,1.0220000000000002,1.0,1.0220000000000002,1778347713.9,EXIT WALK,60.64,556.6400000000001,0.48200000000000004,13865.8
1.0,52.4,1.0,1.112,1.0,1.112,1778347713.95,EXIT WALK,61.230000000000004,563.8899999999999,0.488,14738.4
1.0,49.2,1.0,1.1860000000000002,1.0,1.1860000000000002,1778347714.0,EXIT WALK,61.81,571.53,0.49000000000000005,22535.8
1.0,46.0,1.0,1.2700000000000002,1.0,1.2700000000000002,1778347714.05,EXIT WALK,62.39,579.1700000000001,0.492,30333.2
1.0,46.0,1.0,1.2800000000000002,1.0,1.2800000000000002,1778347714.1,EXIT WALK,62.32,587.3,0.48600000000000004,39602.6
1.0,49.4,1.0,1.2900000000000003,1.0,1.2900000000000003,1778347714.15,EXIT WALK,62.050000000000004,592.81,0.476,43818.0
1.0,51.2,1.0,1.3000000000000003,1.0,1.3000000000000003,1778347714.2,EXIT WALK,61.86,601.51,0.472,38764.0
1.0,51.2,1.0,1.3200000000000003,1.0,1.3200000000000003,1778347714.25,EXIT WALK,61.7,607.64,0.46799999999999997,33710.0
1.0,54.4,1.0,1.3300000000000003,1.0,1.3300000000000003,1778347714.3,EXIT WALK,61.51,617.14,0.46399999999999997,28656.0
1.0,56.0,1.0,1.3480000000000003,1.0,1.3480000000000003,1778347714.35,EXIT WALK,61.21,627.42,0.46799999999999997,31437.2
1.0,57.6,1.0,1.366,1.0,1.366,1778347714.4,EXIT WALK,60.91,637.7,0.476,39272.4
1.0,57.6,1.0,1.3940000000000001,1.0,1.3940000000000001,1778347714.45,EXIT WALK,60.28,648.73,0.484,47107.6
1.0,57.6,1.0,1.4120000000000001,1.0,1.4120000000000001,1778347714.5,EXIT WALK,59.65,659.76,0.492,54942.8
1.0,57.6,1.0,1.4300000000000002,1.0,1.4300000000000002,1778347714.55,EXIT WALK,58.379999999999995,671.3100000000001,0.5,62778.0
1.0,57.6,1.0,1.4400000000000002,1.0,1.4400000000000002,1778347714.6,EXIT WALK,57.46,679.1400000000001,0.5,62778.0
1.0,52.6,1.0,1.45,1.0,1.45,1778347714.65,EXIT WALK,55.76,691.05,0.5,62778.0
1.0,52.6,1.0,1.45,1.0,1.45,1778347714.7,EXIT WALK,51.46,710.7,0.5,62778.0
1.0,52.6,1.0,1.45,1.0,1.45,1778347714.75,EXIT WALK,47.160000000000004,730.35,0.5,62778.0
1.0,47.6,1.0,1.45,1.0,1.45,1778347714.8,EXIT WALK,41.36,757.3399999999999,0.5,62778.0
1.0,42.6,1.0,1.432,1.0,1.432,1778347714.85,EXIT WALK,35.56,784.3299999999999,0.496,54390.8
1.0,44.4,1.0,1.4140000000000001,1.0,1.4140000000000001,1778347714.9,EXIT WALK,28.28,817.74,0.492,46003.6
1.0,44.4,1.0,1.4140000000000001,1.0,1.4140000000000001,1778347714.95,EXIT WALK,23.85,839.47,0.488,45116.0
1.0,44.4,1.0,1.4140000000000001,1.0,1.4140000000000001,1778347715.0,EXIT WALK,17.29,871.56,0.484,44228.4
1.0,46.2,1.0,1.4240000000000002,1.0,1.4240000000000002,1778347715.05,EXIT WALK,12.9,892.4200000000001,0.48200000000000004,37636.4
1.0,49.6,1.0,1.4520000000000004,1.0,1.4520000000000004,1778347715.1,EXIT WALK,6.390000000000001,923.29,0.484,39431.6
1.0,52.8,1.0,1.4900000000000002,1.0,1.4900000000000002,1778347715.15,EXIT WALK,0.5600000000000007,953.8899999999999,0.48600000000000004,41226.8
1.0,56.0,1.0,1.5100000000000002,1.0,1.5100000000000002,1778347715.2,EXIT WALK,-5.27,984.49,0.488,35522.4
1.0,57.6,1.0,1.53,1.0,1.53,1778347715.25,EXIT WALK,-10.12,1014.56,0.49,29818.0
1.0,59.2,1.0,1.5400000000000003,1.0,1.5400000000000003,1778347715.3,EXIT WALK,-14.969999999999999,1044.63,0.49,29818.0
1.0,55.8,1.0,1.55,1.0,1.55,1778347715.35,EXIT WALK,-19.27,1074.54,0.49,29818.0
1.0,50.8,1.0,1.55,1.0,1.55,1778347715.4,EXIT WALK,-21.99,1094.2199999999998,0.49,29818.0
1.0,47.6,1.0,1.6000000000000003,1.0,1.6000000000000003,1778347715.45,EXIT WALK,-25.74,1131.1399999999999,0.484,35224.2
1.0,46.0,1.0,1.65,1.0,1.65,1778347715.5,EXIT WALK,-28.34,1158.23,0.4779999999999999,40630.4
1.0,44.4,1.0,1.7,1.0,1.7,1778347715.55,EXIT WALK,-32.699999999999996,1194.0100000000002,0.47400000000000003,35208.0
1.0,47.8,1.0,1.7500000000000004,1.0,1.7500000000000004,1778347715.6,EXIT WALK,-40.26,1240.07,0.4699999999999999,29785.6
1.0,51.2,1.0,1.81,1.0,1.81,1778347715.65,EXIT WALK,-47.81999999999999,1286.13,0.466,24363.2
1.0,51.2,1.0,1.8200000000000003,1.0,1.8200000000000003,1778347715.7,EXIT WALK,-57.12,1331.98,0.46799999999999997,13534.6
1.0,51.2,1.0,1.848,1.0,1.848,1778347715.75,EXIT WALK,-66.42,1377.83,0.488,9770.6
1.0,54.4,1.0,1.8760000000000001,1.0,1.8760000000000001,1778347715.8,EXIT WALK,-75.28,1429.6799999999998,0.506,16835.2
1.0,56.0,1.0,1.9160000000000004,1.0,1.9160000000000004,1778347715.85,EXIT WALK,-79.37,1461.4,0.524,23899.8
1.0,59.2,1.0,1.9460000000000002,1.0,1.9460000000000002,1778347715.9,EXIT WALK,-86.44,1506.02,0.542,30964.4
1.0,57.4,1.0,1.9760000000000002,1.0,1.9760000000000002,1778347715.95,EXIT WALK,-92.99000000000001,1545.24,0.56,38029.0
1.0,55.6,1.0,1.9880000000000002,1.0,1.9880000000000002,1778347716.0,EXIT WALK,-99.53999999999999,1584.46,0.56,38029.0
1.0,50.6,1.0,2.0,1.0,2.0,1778347716.05,EXIT WALK,-106.92,1621.02,0.56,38029.0
1.0,45.6,1.0,2.0,1.0,2.0,1778347716.1,EXIT WALK,-114.3,1657.58,0.56,38029.0
1.0,37.6,1.0,2.0,1.0,2.0,1778347716.15,EXIT WALK,-120.74,1690.08,0.56,38029.0
1.0,36.2,1.0,2.0,1.0,2.0,1778347716.2,EXIT WALK,-124.93,1710.95,0.56,38029.0
1.0,36.2,1.0,2.0,1.0,2.0,1778347716.25,EXIT WALK,-132.1,1740.42,0.56,38029.0
1.0,36.2,1.0,2.0,1.0,2.0,1778347716.3,EXIT WALK,-137.12,1757.8599999999997,0.56,38029.0
1.0,36.2,1.0,2.0,1.0,2.0,1778347716.35,EXIT WALK,-145.51,1784.98,0.56,38029.0
1.0,34.6,1.0,2.0,1.0,2.0,1778347716.4,EXIT WALK,-154.0,1813.5500000000002,0.56,38029.0
1.0,33.0,1.0,2.0,1.0,2.0,1778347716.45,EXIT WALK,-162.48999999999998,1842.12,0.56,38029.0
1.0,34.8,1.0,1.6,0.8,1.6,1778347716.5,EXIT WALK,-168.59,1872.12,0.44800000000000006,30423.2
1.0,36.6,1.0,1.2000000000000002,0.6,1.2000000000000002,1778347716.55,EXIT WALK,-174.69,1902.1200000000001,0.336,22817.4
1.0,28.8,1.0,0.8000000000000002,0.4,0.8000000000000002,1778347716.6,EXIT WALK,-178.01,1934.85,0.22400000000000003,15211.6
1.0,24.0,1.0,0.4000000000000002,0.2,0.4000000000000002,1778347716.65,EXIT WALK,-179.19,1957.29,0.11200000000000002,7605.8
1.0,27.0,1.0,0.0,0.0,0.0,1778347716.7,EXIT WALK,-180.85000000000002,1991.7200000000003,0.0,0.0
1.0,23.8,0.8,0.0,0.0,0.0,1778347716.75,EXIT WALK,-183.85000000000002,2024.3899999999999,0.0,0.0
1.0,20.6,0.6,0.0,0.0,0.0,1778347716.8,EXIT WALK,-186.85000000000002,2057.06,0.0,0.0
1.0,27.0,0.4,0.0,0.0,0.0,1778347716.85,EXIT WALK,-189.66,2083.9399999999996,0.0,0.0
1.0,33.4,0.2,0.0,0.0,0.0,1778347716.9,EXIT WALK,-192.47,2110.8199999999997,0.0,0.0
1.0,33.4,0.0,0.0,0.0,0.0,1778347716.95,EXIT WALK,-195.6,2133.2,0.0,0.0
1.0,34.8,0.0,0.0,0.0,0.0,1778347717.0,EXIT WALK,-196.79999999999998,2147.31,0.0,0.0
1.0,34.8,0.0,0.0,0.0,0.0,1778347717.05,EXIT WALK,-197.68,2168.3100000000004,0.0,0.0
1.0,34.8,0.0,0.0,0.0,0.0,1778347717.1,EXIT WALK,-198.16,2182.6899999999996,0.0,0.0
1.0,34.8,0.0,0.0,0.0,0.0,1778347717.15,EXIT WALK,-198.42000000000002,2202.59,0.0,0.0
1.0,34.8,0.0,0.0,0.0,0.0,1778347717.2,EXIT WALK,-197.14999999999998,2221.24,0.0,0.0
1.0,34.8,0.0,0.0,0.2,0.5060000000000001,1778347717.25,EXIT WALK,-195.88,2239.89,0.047,3562.0
1.0,38.0,0.0,0.0,0.4,1.012,1778347717.3,EXIT WALK,-193.89,2258.2400000000002,0.094,7124.0
1.0,41.2,0.2,0.5140000000000001,0.6,1.5260000000000002,1778347717.35,EXIT WALK,-191.89999999999998,2276.59,0.188,11089.0
1.0,42.6,0.4,1.028,0.8,2.04,1778347717.4,EXIT WALK,-189.29999999999998,2295.86,0.28200000000000003,15054.0
1.0,42.6,0.6,1.552,1.0,2.564,1778347717.45,EXIT WALK,-187.43,2308.8900000000003,0.376,19019.0
1.0,34.8,0.8,2.076,1.0,2.582,1778347717.5,EXIT WALK,-184.72,2331.94,0.423,19422.0
1.0,31.6,1.0,2.6,1.0,2.6,1778347717.55,EXIT WALK,-182.32,2357.8500000000004,0.47,19825.0
1.0,28.4,1.0,2.6100000000000003,1.0,2.6100000000000003,1778347717.6,EXIT WALK,-179.92,2383.76,0.47,19825.0
1.0,23.8,1.0,2.62,1.0,2.62,1778347717.65,EXIT WALK,-178.54,2413.21,0.47,19825.0
1.0,19.2,1.0,2.62,1.0,2.62,1778347717.7,EXIT WALK,-177.16,2442.66,0.47,19825.0
1.0,22.4,1.0,2.62,1.0,2.62,1778347717.75,EXIT WALK,-175.28,2469.28,0.47,19825.0
1.0,19.2,1.0,2.62,1.0,2.62,1778347717.8,EXIT WALK,-174.13,2486.45,0.47,19825.0
1.0,12.8,1.0,2.62,1.0,2.62,1778347717.85,EXIT WALK,-171.84,2513.24,0.47,19825.0
1.0,11.2,1.0,2.62,1.0,2.62,1778347717.9,EXIT WALK,-168.53,2535.33,0.47,19825.0
1.0,9.6,1.0,2.62,1.0,2.62,1778347717.95,EXIT WALK,-165.22,2557.42,0.47,19825.0
1.0,6.4,1.0,2.62,1.0,2.62,1778347718.0,EXIT WALK,-161.4,2581.88,0.47,19825.0
1.0,3.2,1.0,2.646,1.0,2.646,1778347718.05,EXIT WALK,-157.57999999999998,2606.34,0.376,16746.4
1.0,1.6,1.0,2.672,1.0,2.6719999999999997,1778347718.1,EXIT WALK,-153.16,2625.38,0.282,13667.8
1.0,-1.6,1.0,2.6960000000000006,1.0,2.696,1778347718.15,EXIT WALK,-149.57,2639.14,0.16599999999999998,10159.8
1.0,-3.2,1.0,2.7180000000000004,1.0,2.718,1778347718.2,ENTRY WALK,-146.48000000000002,2660.93,0.049999999999999996,6651.8
1.0,-3.2,1.0,2.7400000000000007,1.0,2.74,1778347718.25,ENTRY WALK,-145.23999999999998,2673.16,-0.066,3143.8
1.0,-4.8,1.0,2.736,1.0,2.736,1778347718.3,EXIT WALK,-144.31,2685.8199999999997,-0.088,2714.4
1.0,-4.8,1.0,2.732,1.0,2.732,1778347718.35,EXIT WALK,-145.83,2693.7599999999998,-0.11,2285.0
1.0,-4.8,0.8,2.184,1.0,2.73,1778347718.4,ENTRY WALK,-147.35000000000002,2701.7,-0.099,2056.5
1.0,-4.8,0.6,1.6380000000000003,1.0,2.73,1778347718.45,ENTRY WALK,-148.26999999999998,2701.3999999999996,-0.088,1828.0
1.0,-4.8,0.4,1.092,1.0,2.73,1778347718.5,ENTRY WALK,-149.19,2701.1,-0.077,1599.5
1.0,-1.6,0.2,0.5460000000000002,1.0,2.73,1778347718.55,EXIT WALK,-149.79999999999998,2699.17,-0.066,1371.0
1.0,1.6,0.0,0.0,1.0,2.73,1778347718.6,EXIT WALK,-149.7,2697.76,-0.055,1142.5
1.0,-1.6,0.0,0.0,1.0,2.73,1778347718.65,EXIT WALK,-148.79,2694.0699999999997,-0.055,1142.5
1.0,-9.4,0.0,0.0,1.0,2.73,1778347718.7,EXIT WALK,-147.16,2689.51,-0.055,1142.5
1.0,-17.2,0.0,0.0,1.0,2.73,1778347718.75,ENTRY WALK,-145.53,2684.95,-0.055,1142.5
1.0,-25.2,0.0,0.0,1.0,2.73,1778347718.8,ENTRY WALK,-142.17,2677.43,-0.055,1142.5
1.0,-33.2,0.0,0.0,0.8,2.184,1778347718.85,ENTRY WALK,-138.81,2669.91,-0.044000000000000004,914.0
1.0,-36.2,0.0,0.0,0.6,1.6380000000000003,1778347718.9,ENTRY WALK,-135.24,2659.79,-0.032999999999999995,685.5
1.0,-36.2,0.0,0.0,0.4,1.092,1778347718.95,ENTRY WALK,-132.48999999999998,2650.75,-0.022,457.0
1.0,-36.2,0.0,0.0,0.2,0.5460000000000002,1778347719.0,ENTRY WALK,-128.63,2636.42,-0.011,228.5
