rd_present,rd_velocity_cm_s,c4001_present,c4001_distance_m,c4001_raw_targets,c4001_raw_distance_m,datetime_seconds,activity,combined_rd_angle_deg_rd_x_mm,combined_rd_distance_mm_rd_y_mm,combined_c4001_velocity_m_s_c4001_raw_velocity_m_s,combined_c4001_energy_c4001_raw_energy
1.0,0.0,0.3333333333333333,0.36333333333333334,1.0,1.09,1788620460.0,SITTING,-35.61666666666667,995.8166666666666,-0.006666666666666667,5616.666666666667
1.0,0.0,0.5,0.545,1.0,1.09,1788620460.05,SITTING,-36.625,996.7125,-0.0075,6318.75
1.0,0.0,0.6,0.6540000000000001,1.0,1.09,1788620460.1,SITTING,-37.230000000000004,997.25,-0.008,6740.0
1.0,0.0,0.8,0.8720000000000001,1.0,1.09,1788620460.15,SITTING,-39.13,999.17,-0.009000000000000001,7582.5
1.0,0.0,1.0,1.09,1.0,1.09,1788620460.2,SITTING,-40.5,1000.8599999999999,-0.01,8425.0
1.0,0.0,1.0,1.09,1.0,1.09,1788620460.25,SITTING,-42.39,1003.4,-0.01,8425.0
1.0,0.0,1.0,1.1220000000000003,1.0,1.122,1788620460.3,SITTING,-44.29,1006.15,-0.008,6811.2
1.0,0.0,1.0,1.154,1.0,1.1540000000000001,1788620460.35,SITTING,-46.190000000000005,1008.9,-0.006,5197.4
1.0,0.0,1.0,1.1600000000000001,1.0,1.16,1788620460.4,SITTING,-48.08,1011.86,-0.004,4530.4
1.0,0.0,1.0,1.166,1.0,1.166,1788620460.45,SITTING,-49.97,1014.8199999999999,-0.002,3863.4
1.0,0.0,1.0,1.1660000000000001,1.0,1.166,1788620460.5,SITTING,-52.5,1017.8399999999999,0.0,4189.8
1.0,0.0,1.0,1.134,1.0,1.134,1788620460.55,SITTING,-54.39,1020.01,0.0,6130.0
1.0,0.0,1.0,1.098,1.0,1.098,1788620460.6,SITTING,-57.65,1023.7299999999999,0.0,6119.8
1.0,0.0,1.0,1.0880000000000003,1.0,1.088,1788620460.65,SITTING,-62.81,1027.71,0.0,5162.8
1.0,0.0,1.0,1.074,1.0,1.074,1788620460.7,SITTING,-67.97,1031.69,0.0,4452.4
1.0,0.0,1.0,1.066,1.0,1.066,1788620460.75,SITTING,-72.91999999999999,1035.0900000000001,0.0,2748.6
1.0,0.0,1.0,1.056,1.0,1.0560000000000003,1788620460.8,SITTING,-77.86999999999999,1038.49,0.0,1214.4
1.0,0.0,0.8,0.842,1.0,1.05,1788620460.85,SITTING,-82.29,1040.86,0.0,1392.0
1.0,0.0,0.6,0.628,1.0,1.046,1788620460.9,SITTING,-84.08,1041.71,0.0,1606.3
1.0,0.0,0.4,0.418,1.0,1.046,1788620460.95,SITTING,-86.71000000000001,1042.8899999999999,0.0,1574.0
1.0,0.0,0.2,0.20800000000000002,1.0,1.044,1788620461.0,SITTING,-88.39,1043.74,0.0,2151.6
1.0,0.0,0.0,0.0,1.0,1.044,1788620461.05,SITTING,-90.17,1045.2,0.0,2559.6
1.0,0.0,0.2,0.20800000000000002,1.0,1.044,1788620461.1,SITTING,-91.00999999999999,1045.9299999999998,0.0,3416.2
1.0,0.0,0.4,0.41600000000000004,1.0,1.042,1788620461.15,SITTING,-91.85,1046.66,0.0,4236.1
1.0,0.0,0.6,0.6220000000000001,1.0,1.038,1788620461.2,SITTING,-91.43,1046.79,0.0,6098.799999999999
1.0,0.0,0.8,0.8280000000000001,1.0,1.036,1788620461.25,SITTING,-91.00999999999999,1046.9199999999998,0.0,7351.599999999999
1.0,0.0,1.0,1.034,1.0,1.034,1788620461.3,SITTING,-90.28,1046.21,0.0,8604.4
1.0,0.0,1.0,1.032,1.0,1.032,1788620461.35,SITTING,-89.65,1045.71,0.0,9647.2
1.0,0.0,1.0,1.03,1.0,1.03,1788620461.4,SITTING,-88.91,1045.79,0.0,10690.0
1.0,0.0,1.0,1.03,1.0,1.03,1788620461.45,SITTING,-88.8,1046.97,0.0,10690.0
1.0,0.0,1.0,1.03,1.0,1.03,1788620461.5,SITTING,-88.69,1048.15,0.0,10690.0
1.0,0.0,1.0,1.03,1.0,1.03,1788620461.55,SITTING,-89.1,1050.2,0.0,10690.0
1.0,0.0,1.0,1.024,1.0,1.024,1788620461.6,SITTING,-89.51,1052.25,0.0,10320.0
1.0,0.0,1.0,1.018,1.0,1.018,1788620461.65,SITTING,-90.14,1054.1399999999999,0.0,9950.0
1.0,0.0,1.0,1.012,1.0,1.012,1788620461.7,SITTING,-90.56,1055.2,0.0,9580.0
1.0,0.0,1.0,1.006,1.0,1.006,1788620461.75,SITTING,-90.97,1056.85,0.0,9210.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620461.8,SITTING,-91.07000000000001,1057.8600000000001,0.0,9720.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620461.85,SITTING,-91.28,1059.29,0.0,10600.4
1.0,0.0,1.0,1.0,1.0,1.0,1788620461.9,SITTING,-91.59,1060.73,0.0,13101.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620461.95,SITTING,-91.9,1062.1699999999998,0.0,15602.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.0,SITTING,-92.43,1063.05,0.0,15450.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.05,SITTING,-92.96000000000001,1063.9299999999998,0.0,14418.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.1,SITTING,-93.38,1064.39,0.0,13386.4
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.15,SITTING,-93.59,1064.42,0.0,10733.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.2,SITTING,-94.21000000000001,1065.1100000000001,0.0,8080.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.25,SITTING,-95.25,1066.67,0.0,8080.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.3,SITTING,-96.29,1068.23,0.0,8080.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.35,SITTING,-97.85000000000001,1070.87,0.0,8080.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.4,SITTING,-99.41000000000001,1073.51,0.0,8080.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620462.45,SITTING,-101.09,1076.37,0.0,8080.0
1.0,0.0,1.0,1.008,1.0,1.008,1788620462.5,SITTING,-102.14,1078.33,0.0,6709.2
1.0,0.0,1.0,1.016,1.0,1.016,1788620462.55,SITTING,-103.71,1080.98,0.0,5338.4
1.0,0.0,1.0,1.024,1.0,1.024,1788620462.6,SITTING,-104.76,1082.5500000000002,0.0,3967.6
1.0,0.0,1.0,1.032,1.0,1.032,1788620462.65,SITTING,-106.02,1084.1599999999999,0.0,2596.8
1.0,0.0,1.0,1.04,1.0,1.04,1788620462.7,SITTING,-106.85,1084.71,0.0,1226.0
1.0,0.0,0.8,0.8320000000000001,1.0,1.04,1788620462.75,SITTING,-107.67999999999999,1085.26,0.0,1103.4
1.0,0.0,0.6,0.624,1.0,1.04,1788620462.8,SITTING,-108.21,1084.96,0.0,980.8
1.0,0.0,0.4,0.41600000000000004,1.0,1.04,1788620462.85,SITTING,-108.74,1084.6599999999999,0.0,858.2
1.0,0.0,0.2,0.20800000000000002,1.0,1.04,1788620462.9,SITTING,-109.16,1083.94,0.0,735.6
1.0,0.0,0.0,0.0,1.0,1.04,1788620462.95,SITTING,-109.48,1083.4,0.0,613.0
1.0,0.0,0.0,0.0,1.0,1.034,1788620463.0,SITTING,-109.91000000000001,1082.6799999999998,0.0,1038.4
1.0,0.0,0.0,0.0,1.0,1.028,1788620463.05,SITTING,-109.91000000000001,1081.8799999999999,0.0,1463.8
1.0,0.0,0.0,0.0,1.0,1.022,1788620463.1,SITTING,-109.91000000000001,1081.08,0.0,1594.5
1.0,0.0,0.0,0.0,1.0,1.016,1788620463.15,SITTING,-109.39,1079.79,0.0,1725.2
1.0,0.0,0.0,0.0,1.0,1.01,1788620463.2,SITTING,-108.87,1078.5,0.0,1774.3
1.0,0.0,0.0,0.0,1.0,1.01,1788620463.25,SITTING,-107.72,1076.31,0.0,1398.0
1.0,0.0,0.0,0.0,1.0,1.01,1788620463.3,SITTING,-106.78,1074.3600000000001,0.0,1752.5
1.0,0.0,0.0,0.0,1.0,1.01,1788620463.35,SITTING,-105.42999999999999,1071.54,0.0,2401.7
1.0,0.0,0.2,0.202,1.0,1.01,1788620463.4,SITTING,-104.5,1069.5900000000001,0.0,4030.4
1.0,0.0,0.4,0.404,1.0,1.01,1788620463.45,SITTING,-103.03999999999999,1066.56,0.0,5740.7
1.0,0.0,0.6,0.608,1.0,1.012,1788620463.5,SITTING,-101.69,1063.75,0.0,6069.2
1.0,0.0,0.8,0.812,1.0,1.014,1788620463.55,SITTING,-100.34,1060.94,0.0,5666.9
1.0,0.0,1.0,1.016,1.0,1.016,1788620463.6,SITTING,-98.98,1058.13,0.0,5909.4
1.0,0.0,1.0,1.018,1.0,1.018,1788620463.65,SITTING,-97.61999999999999,1055.3200000000002,0.0,5172.4
1.0,0.0,1.0,1.0180000000000002,1.0,1.0180000000000002,1788620463.7,SITTING,-96.25999999999999,1053.1100000000001,0.0,7403.2
1.0,0.0,1.0,1.016,1.0,1.016,1788620463.75,SITTING,-95.31,1051.76,0.0,11015.8
1.0,0.0,1.0,1.014,1.0,1.014,1788620463.8,SITTING,-94.14999999999999,1050.5800000000002,0.0,17440.6
1.0,0.0,1.0,1.012,1.0,1.012,1788620463.85,SITTING,-93.41,1050.27,0.0,23220.6
1.0,0.0,1.0,1.01,1.0,1.01,1788620463.9,SITTING,-92.67,1050.3600000000001,0.0,29151.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620463.95,SITTING,-92.46000000000001,1051.12,0.0,32115.2
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.0,SITTING,-92.25,1051.8799999999999,0.0,33296.0
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.05,SITTING,-92.25,1052.4699999999998,0.0,31664.6
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.1,SITTING,-92.25,1053.06,0.0,25189.4
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.15,SITTING,-92.14,1053.24,0.0,18563.0
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.2,SITTING,-92.03,1053.23,0.0,11936.6
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.25,SITTING,-91.71,1053.38,0.0,7092.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.3,SITTING,-90.86,1053.85,0.0,2663.4
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.35,SITTING,-90.01,1054.3200000000002,0.0,3077.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.4,SITTING,-88.43,1055.67,0.0,3089.2
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.45,SITTING,-86.85000000000001,1057.02,0.0,3100.6
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.5,SITTING,-84.63,1058.69,0.0,2709.4
1.0,0.0,1.0,1.01,1.0,1.01,1788620464.55,SITTING,-82.94,1060.04,0.0,1903.8
1.0,0.0,1.0,1.016,1.0,1.016,1788620464.6,SITTING,-80.62,1061.1100000000001,0.002,1380.8
1.0,0.0,0.8,0.8140000000000001,1.0,1.022,1788620464.65,SITTING,-79.14,1061.31,0.003,1090.2
1.0,0.0,0.6,0.612,1.0,1.028,1788620464.7,SITTING,-77.24,1061.46,0.004,799.5999999999999
1.0,0.0,0.4,0.41,1.0,1.034,1788620464.75,SITTING,-75.97999999999999,1061.3000000000002,0.005,911.6
1.0,0.0,0.2,0.20800000000000002,1.0,1.04,1788620464.8,SITTING,-74.72,1061.1399999999999,0.006,1023.6
1.0,0.0,0.0,0.0,1.0,1.04,1788620464.85,SITTING,-73.98,1061.4499999999998,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620464.9,SITTING,-73.24,1061.7600000000002,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620464.95,SITTING,-72.92,1062.51,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.0,SITTING,-72.80999999999999,1063.09,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.05,SITTING,-72.7,1064.0700000000002,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.1,SITTING,-72.7,1065.46,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.15,SITTING,-72.7,1066.85,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.2,SITTING,-72.8,1068.66,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.25,SITTING,-72.9,1070.47,0.005,853.0
1.0,0.0,0.0,0.0,1.0,1.04,1788620465.3,SITTING,-73.21,1073.1,0.005,853.0
1.0,0.0,0.0,0.0,0.8,0.8320000000000001,1788620465.35,SITTING,-73.52,1075.13,0.004,682.4
1.0,0.0,0.0,0.0,0.8,0.8240000000000001,1788620465.4,SITTING,-74.25,1077.4099999999999,0.003,1599.8
1.0,0.0,0.0,0.0,0.8,0.8160000000000001,1788620465.45,SITTING,-74.88,1078.88,0.0019999999999999996,2517.2
1.0,0.0,0.2,0.202,0.8,0.8099999999999999,1788620465.5,SITTING,-75.82,1080.19,0.001,4471.6
1.0,0.0,0.4,0.404,0.8,0.8039999999999999,1788620465.55,SITTING,-76.87,1079.9299999999998,0.0,6426.0
1.0,0.0,0.6,0.604,1.0,1.004,1788620465.6,SITTING,-77.92,1079.67,0.0,6667.0
1.0,0.0,0.8,0.8039999999999999,1.0,1.004,1788620465.65,SITTING,-78.75999999999999,1078.5900000000001,0.0,5820.0
1.0,0.0,1.0,1.004,1.0,1.004,1788620465.7,SITTING,-79.6,1077.51,0.0,4973.0
1.0,0.0,1.0,1.002,1.0,1.002,1788620465.75,SITTING,-79.93,1075.96,0.0,3089.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620465.8,SITTING,-79.94000000000001,1074.76,0.0,2074.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620465.85,SITTING,-79.63,1072.92,0.0,2944.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620465.9,SITTING,-78.69,1071.8,0.0,3154.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620465.95,SITTING,-77.75,1070.6799999999998,0.0,3365.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620466.0,SITTING,-76.69,1071.15,0.0,4206.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620466.05,SITTING,-75.63,1071.62,0.0,4177.4
1.0,0.0,1.0,1.002,1.0,1.002,1788620466.1,SITTING,-74.89,1073.72,0.0,3996.6
1.0,0.0,1.0,1.004,1.0,1.004,1788620466.15,SITTING,-74.57,1075.67,0.0,4475.0
1.0,0.0,1.0,1.006,1.0,1.006,1788620466.2,SITTING,-74.35,1078.6299999999999,0.0,4953.4
1.0,0.0,1.0,1.008,1.0,1.008,1788620466.25,SITTING,-74.45,1080.63,0.0,4801.2
1.0,0.0,1.0,1.01,1.0,1.01,1788620466.3,SITTING,-74.97,1082.88,0.0,4103.4
1.0,0.0,1.0,1.01,1.0,1.01,1788620466.35,SITTING,-75.7,1083.5700000000002,0.0,3557.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620466.4,SITTING,-76.42999999999999,1084.26,0.0,2921.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620466.45,SITTING,-76.85,1083.32,0.0,2285.8
1.0,0.0,1.0,1.01,1.0,1.01,1788620466.5,SITTING,-77.27000000000001,1082.38,0.0,1801.0
1.0,0.0,0.8,0.808,1.0,1.01,1788620466.55,SITTING,-77.27000000000001,1080.99,0.0,1639.3
1.0,0.0,0.6,0.6060000000000001,1.0,1.01,1788620466.6,SITTING,-77.06,1080.17,0.0,1477.6
1.0,0.0,0.4,0.4040000000000001,1.0,1.01,1788620466.65,SITTING,-77.07000000000001,1079.18,0.0,1406.3000000000002
1.0,0.0,0.2,0.202,1.0,1.01,1788620466.7,SITTING,-77.39,1078.22,0.0,1365.4
1.0,0.0,0.0,0.0,1.0,1.01,1788620466.75,SITTING,-77.71,1077.2600000000002,0.0,1173.3
1.0,0.0,0.0,0.0,1.0,1.01,1788620466.8,SITTING,-78.35000000000001,1075.9499999999998,0.0,1859.7
1.0,0.0,0.0,0.0,1.0,1.01,1788620466.85,SITTING,-78.99,1074.6399999999999,0.0,2546.1
1.0,0.0,0.2,0.2,1.0,1.008,1788620466.9,SITTING,-79.52,1072.72,0.0,5960.6
1.0,0.0,0.4,0.4,1.0,1.006,1788620466.95,SITTING,-79.95,1071.3899999999999,0.0,9344.7
1.0,0.0,0.6,0.6,1.0,1.004,1788620467.0,SITTING,-80.49000000000001,1069.07,0.0,12929.0
1.0,0.0,0.8,0.8,1.0,1.002,1788620467.05,SITTING,-80.71,1067.2999999999997,0.0,15857.3
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.1,SITTING,-81.04,1064.3600000000001,0.0,16011.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.15,SITTING,-81.9,1060.8899999999999,0.0,13438.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.2,SITTING,-82.76,1057.42,0.0,13087.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.25,SITTING,-84.14,1053.45,0.0,12537.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.3,SITTING,-85.52,1049.48,0.0,11326.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.35,SITTING,-87.22,1045.95,0.0,12888.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.4,SITTING,-88.28,1043.73,0.0,12955.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.45,SITTING,-89.24,1041.0900000000001,0.0,10799.4
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.5,SITTING,-89.36,1039.71,0.0,8522.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.55,SITTING,-89.48,1038.33,0.0,6906.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.6,SITTING,-88.85000000000001,1037.6299999999999,0.0,5290.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.65,SITTING,-88.22,1036.93,0.0,5170.4
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.7,SITTING,-87.27000000000001,1036.59,0.0,5381.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.75,SITTING,-86.53,1036.48,0.0,5713.6
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.8,SITTING,-85.68,1035.96,0.0,5735.8
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.85,SITTING,-85.15,1035.4900000000002,0.0,5758.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.9,SITTING,-84.42,1034.3899999999999,0.0,5137.0
1.0,0.0,1.0,1.0,1.0,1.0,1788620467.95,SITTING,-84.21,1032.9699999999998,0.0,4184.2
1.0,0.0,1.0,1.0,1.0,1.0,1788620468.0,SITTING,-84.0,1031.5500000000002,0.0,3614.4
1.0,0.0,1.0,1.0,1.0,1.0,1788620468.05,SITTING,-83.80000000000001,1030.13,0.0,3354.2
1.0,0.0,1.0,1.002,1.0,1.002,1788620468.1,SITTING,-83.60000000000001,1028.71,0.0,2406.8
1.0,0.0,1.0,1.004,1.0,1.004,1788620468.15,SITTING,-83.5,1027.5,0.0,2102.6
1.0,0.0,1.0,1.006,1.0,1.006,1788620468.2,SITTING,-83.30000000000001,1026.67,0.0,1857.6
1.0,0.0,1.0,1.008,1.0,1.008,1788620468.25,SITTING,-82.99,1025.63,0.0,1229.6
1.0,0.0,1.0,1.01,1.0,1.01,1788620468.3,SITTING,-82.78,1025.0,0.0,937.8
1.0,0.0,0.8,0.808,1.0,1.01,1788620468.35,SITTING,-82.36,1023.54,0.0,1093.1
1.0,0.0,0.6,0.6060000000000001,1.0,1.01,1788620468.4,SITTING,-81.94,1021.8900000000001,0.0,1247.2
1.0,0.0,0.4,0.4040000000000001,1.0,1.01,1788620468.45,SITTING,-81.52000000000001,1020.24,0.0,1342.1
1.0,0.0,0.2,0.202,1.0,1.01,1788620468.5,SITTING,-81.32,1018.02,0.0,1437.0
1.0,0.0,0.0,0.0,1.0,1.01,1788620468.55,SITTING,-81.12,1015.8,0.0,1195.7
1.0,0.0,0.0,0.0,1.0,1.01,1788620468.6,SITTING,-81.13,1013.8100000000001,0.0,1057.7
1.0,0.0,0.0,0.0,1.0,1.01,1788620468.65,SITTING,-81.24000000000001,1012.4300000000001,0.0,920.9
1.0,0.0,0.0,0.0,1.0,1.01,1788620468.7,SITTING,-80.92999999999999,1010.0,0.0,784.1
1.0,0.0,0.0,0.0,1.0,1.01,1788620468.75,SITTING,-79.88,1007.8600000000001,0.0,647.3
1.0,0.0,0.0,0.0,1.0,1.016,1788620468.8,SITTING,-78.83,1005.72,0.002,428.4
1.0,0.0,0.0,0.0,1.0,1.0219999999999998,1788620468.85,SITTING,-77.04,1003.6899999999999,0.004,346.3
1.0,0.0,0.0,0.0,1.0,1.028,1788620468.9,SITTING,-75.25,1001.6600000000001,0.006,264.2
1.0,0.0,0.0,0.0,1.0,1.034,1788620468.95,SITTING,-73.57,999.6399999999999,0.008,182.1
1.0,0.0,0.0,0.0,1.0,1.038,1788620469.0,SITTING,-72.52,998.1099999999999,0.009,196.0
1.0,0.0,0.0,0.0,1.0,1.036,1788620469.05,SITTING,-71.26,995.36,0.008,292.0
1.0,0.0,0.0,0.0,1.0,1.036,1788620469.1,SITTING,-70.74000000000001,993.1,0.007000000000000001,388.0
1.0,0.0,0.0,0.0,1.0,1.036,1788620469.15,SITTING,-70.12,989.6300000000001,0.006,484.0
1.0,0.0,0.0,0.0,1.0,1.036,1788620469.2,SITTING,-69.18,986.33,0.005,1019.7
1.0,0.0,0.0,0.0,1.0,1.038,1788620469.25,SITTING,-68.24,983.03,0.005,1459.4
1.0,0.0,0.2,0.20800000000000002,1.0,1.04,1788620469.3,SITTING,-67.3,980.13,0.006,2454.8
1.0,0.0,0.4,0.41600000000000004,1.0,1.04,1788620469.35,SITTING,-66.36,977.23,0.007,3450.2000000000003
1.0,0.0,0.6,0.624,1.0,1.04,1788620469.4,SITTING,-65.2,975.7,0.008,4445.6
1.0,0.0,0.8,0.8320000000000001,1.0,1.04,1788620469.45,SITTING,-64.67,975.04,0.009000000000000001,5001.3
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.5,SITTING,-64.14,974.3800000000001,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.55,SITTING,-64.04,974.56,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.6,SITTING,-63.94,974.74,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.65,SITTING,-64.58,975.21,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.7,SITTING,-65.22,975.6800000000001,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.75,SITTING,-66.28,976.4,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.8,SITTING,-67.12,977.1,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.85,SITTING,-68.17,978.23,0.01,5557.0
1.0,0.0,1.0,1.04,1.0,1.04,1788620469.9,SITTING,-68.8,978.9100000000001,0.01,5557.0
1.0,0.0,1.0,0.8320000000000001,0.8,0.8320000000000001,1788620469.95,SITTING,-69.11,979.75,0.008,4445.6
1.0,0.0,1.0,0.624,0.6,0.624,1788620470.0,SITTING,-68.36999999999999,979.8599999999999,0.006,3334.2
1.0,0.0,1.0,0.41600000000000004,0.4,0.41600000000000004,1788620470.05,SITTING,-67.63,979.97,0.003999999999999999,2222.8
1.0,0.0,1.0,0.20800000000000002,0.2,0.20800000000000002,1788620470.1,SITTING,-66.26,979.01,0.002,1111.4
1.0,0.0,1.0,0.0,0.0,0.0,1788620470.15,SITTING,-64.89,978.05,0.0,0.0
1.0,0.0,0.8,0.0,0.2,0.20600000000000002,1788620470.2,SITTING,-63.519999999999996,975.89,0.0,269.0
1.0,0.0,0.6,0.0,0.4,0.41200000000000003,1788620470.25,SITTING,-62.779999999999994,974.21,0.0,538.0
1.0,0.0,0.4,0.0,0.6,0.618,1788620470.3,SITTING,-61.620000000000005,972.29,0.0,767.3
1.0,0.0,0.2,0.0,0.8,0.8240000000000001,1788620470.35,SITTING,-60.769999999999996,971.99,0.0,996.6
1.0,0.0,0.0,0.0,1.0,1.03,1788620470.4,SITTING,-59.92,971.6899999999999,0.0,1240.6
1.0,0.0,0.0,0.0,1.0,1.03,1788620470.45,SITTING,-59.39,973.63,0.0,1215.6
1.0,0.0,0.0,0.0,1.0,1.03,1788620470.5,SITTING,-58.86,975.5699999999999,0.0,1190.6
1.0,0.0,0.0,0.0,1.0,1.03,1788620470.55,SITTING,-58.43,979.1099999999999,0.0,1205.3
1.0,0.0,0.0,0.0,1.0,1.042,1788620470.6,SITTING,-58.11,981.6700000000001,0.001,998.1
1.0,0.0,0.0,0.0,1.0,1.0539999999999998,1788620470.65,SITTING,-57.78,985.4299999999998,0.002,776.2
1.0,0.0,0.0,0.0,1.0,1.0660000000000003,1788620470.7,SITTING,-57.449999999999996,987.99,0.003,554.3
1.0,0.0,0.0,0.0,1.0,1.078,1788620470.75,SITTING,-56.7,991.3,0.004,332.4
1.0,0.0,0.0,0.0,1.0,1.086,1788620470.8,SITTING,-56.160000000000004,993.8399999999999,0.004,589.7
1.0,0.0,0.0,0.0,1.0,1.082,1788620470.85,SITTING,-55.620000000000005,996.3800000000001,0.003,1068.9
1.0,0.0,0.0,0.0,1.0,1.076,1788620470.9,SITTING,-55.3,998.1399999999999,0.002,1091.3
1.0,0.0,0.0,0.0,1.0,1.0699999999999998,1788620470.95,SITTING,-54.98,999.9000000000001,0.001,1113.7
1.0,0.0,0.0,0.0,1.0,1.062,1788620471.0,SITTING,-55.29,1001.53,0.0,1164.0
1.0,0.0,0.0,0.0,1.0,1.058,1788620471.05,SITTING,-55.71,1002.5699999999999,0.0,735.1
1.0,0.0,0.0,0.0,1.0,1.054,1788620471.1,SITTING,-56.230000000000004,1003.8199999999999,0.0,306.2
1.0,0.0,0.0,0.0,1.0,1.052,1788620471.15,SITTING,-56.44,1004.44,0.0,334.1
1.0,0.0,0.0,0.0,1.0,1.0559999999999998,1788620471.2,SITTING,-56.65,1005.0600000000001,0.001,402.1
1.0,0.0,0.0,0.0,1.0,1.062,1788620471.25,SITTING,-56.33,1004.83,0.002,442.2
1.0,0.0,0.0,0.0,1.0,1.072,1788620471.3,SITTING,-56.01,1004.5999999999999,0.003,538.8
1.0,0.0,0.0,0.0,1.0,1.082,1788620471.35,SITTING,-54.75,1003.48,0.004,635.4
1.0,0.0,0.0,0.0,1.0,1.092,1788620471.4,SITTING,-53.59,1002.57,0.005,732.0
1.0,0.0,0.0,0.0,1.0,1.096,1788620471.45,SITTING,-50.95,1000.1399999999999,0.005,788.5
1.0,0.0,0.0,0.0,1.0,1.0980000000000003,1788620471.5,SITTING,-48.63,997.9399999999999,0.004000000000000001,1274.9
1.0,0.0,0.0,0.0,1.0,1.096,1788620471.55,SITTING,-45.050000000000004,994.45,0.003,1704.8
1.0,0.0,0.2,0.21600000000000003,1.0,1.092,1788620471.6,SITTING,-41.99,991.8199999999999,0.002,5532.0
1.0,0.0,0.4,0.43200000000000005,1.0,1.088,1788620471.65,SITTING,-38.93,989.1899999999999,0.001,9359.2
1.0,0.0,0.6,0.6460000000000001,1.0,1.082,1788620471.7,SITTING,-37.77,988.7,0.0,16299.2
1.0,0.0,0.8,0.8600000000000001,1.0,1.078,1788620471.75,SITTING,-36.61,988.21,0.0,22809.300000000003
1.0,0.0,1.0,1.074,1.0,1.074,1788620471.8,SITTING,-37.339999999999996,989.6600000000001,0.0,28970.4
