datetime,wifi,time_sync,rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
2026-05-09 17:25:27,1,1,1,347.0,0,-0.5,-3,347,0,0.00,0.00,0,1,0.84,0.12,305
2026-05-09 17:25:27,1,1,1,345.1,0,-1.2,-7,345,0,0.00,0.00,0,1,0.84,0.12,305
2026-05-09 17:25:28,1,1,1,345.1,0,-1.2,-7,345,0,0.00,0.00,0,1,0.84,0.12,305
2026-05-09 17:25:28,1,1,1,355.1,0,-1.3,-8,355,0,0.00,0.00,0,1,0.86,0.12,305
2026-05-09 17:25:28,1,1,1,355.1,0,-1.3,-8,355,0,0.00,0.00,0,1,0.86,0.12,305
2026-05-09 17:25:28,1,1,1,352.1,0,-1.3,-8,352,0,0.00,0.00,0,1,0.81,0.07,3761
2026-05-09 17:25:28,1,1,1,349.1,0,-1.3,-8,349,0,0.00,0.00,0,1,0.81,0.07,3761
2026-05-09 17:25:28,1,1,1,349.1,0,-1.3,-8,349,1,0.82,0.07,3761,1,0.82,0.07,3761
2026-05-09 17:25:28,1,1,1,351.1,0,-1.6,-10,351,1,0.82,0.07,3761,1,0.82,0.07,3761
2026-05-09 17:25:28,1,1,1,351.1,0,-1.6,-10,351,1,0.78,0.03,42130,1,0.78,0.03,42130
2026-05-09 17:25:28,1,1,1,352.4,0,-2.6,-16,352,1,0.78,0.03,42130,1,0.78,0.03,42130
2026-05-09 17:25:28,1,1,1,352.4,0,-2.6,-16,352,1,1.06,0.17,1898,1,1.06,0.17,1898
2026-05-09 17:25:28,1,1,1,351.8,0,-3.7,-23,351,1,1.06,0.17,1898,1,1.06,0.17,1898
2026-05-09 17:25:28,1,1,1,351.8,0,-3.7,-23,351,1,1.08,0.17,1898,1,1.08,0.17,1898
2026-05-09 17:25:28,1,1,1,348.8,8,-3.8,-23,348,1,1.08,0.17,1898,1,1.08,0.17,1898
2026-05-09 17:25:28,1,1,1,346.7,8,-3.6,-22,346,1,1.01,0.11,53796,1,1.01,0.11,53796
2026-05-09 17:25:28,1,1,1,346.7,8,-3.6,-22,346,1,1.01,0.11,53796,1,1.01,0.11,53796
2026-05-09 17:25:28,1,1,1,352.2,16,-2.1,-13,352,1,1.31,0.28,3250,1,1.31,0.28,3250
2026-05-09 17:25:28,1,1,1,352.2,16,-2.1,-13,352,1,1.31,0.28,3250,1,1.31,0.28,3250
2026-05-09 17:25:28,1,1,1,363.0,16,-0.8,-5,363,1,1.24,0.22,30245,1,1.24,0.22,30245
2026-05-09 17:25:28,1,1,1,363.0,16,-0.8,-5,363,1,1.24,0.22,30245,1,1.24,0.22,30245
2026-05-09 17:25:28,1,1,1,378.0,16,-0.3,-2,378,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,381.0,8,-0.5,-3,381,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,381.0,8,-0.5,-3,381,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,384.0,8,-0.7,-5,384,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,384.0,8,-0.7,-5,384,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,385.1,8,-1.0,-7,385,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,385.1,8,-1.0,-7,385,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,385.2,0,-1.9,-13,385,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,385.2,0,-1.9,-13,385,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,386.8,0,-3.7,-25,386,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,387.6,24,-5.2,-35,386,1,1.26,0.22,30245,1,1.26,0.22,30245
2026-05-09 17:25:29,1,1,1,387.6,24,-5.2,-35,386,1,1.26,0.22,30245,1,1.26,0.22,30245
