datetime,wifi,time_sync,rd_present,rd_distance_mm,rd_velocity_cm_s,rd_angle_deg,rd_x_mm,rd_y_mm,c4001_present,c4001_distance_m,c4001_velocity_m_s,c4001_energy,c4001_raw_targets,c4001_raw_distance_m,c4001_raw_velocity_m_s,c4001_raw_energy
2026-05-09 15:18:15,1,1,1,2009.8,0,24.5,833,1829,0,0.00,0.00,0,1,1.96,0.00,2745
2026-05-09 15:18:15,1,1,1,2012.1,0,22.2,760,1863,0,0.00,0.00,0,1,1.96,0.00,2745
2026-05-09 15:18:15,1,1,1,2020.4,0,21.9,755,1874,0,0.00,0.00,0,1,1.96,0.00,2745
2026-05-09 15:18:15,1,1,1,2020.0,0,22.2,764,1870,0,0.00,0.00,0,1,1.96,0.00,2745
2026-05-09 15:18:15,1,1,1,2020.0,0,22.2,764,1870,0,0.00,0.00,0,1,2.09,0.00,557
2026-05-09 15:18:15,1,1,1,2008.4,0,22.8,777,1852,0,0.00,0.00,0,1,2.09,0.00,557
2026-05-09 15:18:15,1,1,1,2008.4,0,22.8,777,1852,0,0.00,0.00,0,1,2.09,0.00,557
2026-05-09 15:18:15,1,1,1,1972.9,0,25.0,834,1788,0,0.00,0.00,0,1,2.09,0.00,557
2026-05-09 15:18:15,1,1,1,1972.9,0,25.0,834,1788,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:15,1,1,1,1906.1,0,31.2,988,1630,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:15,1,1,1,1906.1,0,31.2,988,1630,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:15,1,1,1,1896.8,0,37.1,1144,1513,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:15,1,1,1,1912.7,0,42.8,1300,1403,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:16,1,1,1,1912.7,0,42.8,1300,1403,0,0.00,0.00,0,1,2.05,0.00,265
2026-05-09 15:18:16,1,1,1,1947.2,0,48.0,1447,1303,0,0.00,0.00,0,1,2.05,0.00,265
